"Motion Profile Trajectory generated by MCSF"
maxV(rps),4
maxA(rps/s),10
dist(r),5
ItP(ms),10
T1(ms),400
T2(ms),200
T4(ms),1250
FL1,40
FL2,20
N,125
Step,Time(s),Filter1 sum,Filter2 sum,Vel(RPS),Pos(R),Accel(RPS/S),Dur(ms)
38,0.37,0.925,13.75,2.79524,0.408548,10,10
39,0.38,0.95,14.25,2.89524,0.437,10,10
40,0.39,0.975,14.75,2.99524,0.466452,10,10
41,0.4,1,15.25,3.09524,0.496905,10,10
42,0.41,1,15.725,3.18571,0.52831,9.04762,10
43,0.42,1,16.175,3.27143,0.560595,8.57143,10
44,0.43,1,16.6,3.35238,0.593714,8.09524,10
45,0.44,1,17,3.42857,0.627619,7.61905,10
46,0.45,1,17.375,3.5,0.662262,7.14286,10
47,0.46,1,17.725,3.56667,0.697595,6.66667,10
48,0.47,1,18.05,3.62857,0.733571,6.19048,10
49,0.48,1,18.35,3.68571,0.770143,5.71429,10
50,0.49,1,18.625,3.7381,0.807262,5.2381,10
51,0.5,1,18.875,3.78571,0.844881,4.7619,10
52,0.51,1,19.1,3.82857,0.882952,4.28571,10
53,0.52,1,19.3,3.86667,0.921429,3.80952,10
54,0.53,1,19.475,3.9,0.960262,3.33333,10
55,0.54,1,19.625,3.92857,0.999405,2.85714,10
56,0.55,1,19.75,3.95238,1.03881,2.38095,10
57,0.56,1,19.85,3.97143,1.07843,1.90476,10
58,0.57,1,19.925,3.98571,1.11821,1.42857,10
59,0.58,1,19.975,3.99524,1.15812,0.952381,10
60,0.59,1,20,4,1.1981,0.47619,10
61,0.6,1,20,4,1.2381,0,10
62,0.61,1,20,4,1.2781,0,10
63,0.62,1,20,4,1.3181,0,10
64,0.63,1,20,4,1.3581,0,10
65,0.64,1,20,4,1.3981,0,10
66,0.65,1,20,4,1.4381,0,10
67,0.66,1,20,4,1.4781,0,10
68,0.67,1,20,4,1.5181,0,10
69,0.68,1,20,4,1.5581,0,10
70,0.69,1,20,4,1.5981,0,10
71,0.7,1,20,4,1.6381,0,10
72,0.71,1,20,4,1.6781,0,10
73,0.72,1,20,4,1.7181,0,10
74,0.73,1,20,4,1.7581,0,10
75,0.74,1,20,4,1.7981,0,10
76,0.75,1,20,4,1.8381,0,10
77,0.76,1,20,4,1.8781,0,10
78,0.77,1,20,4,1.9181,0,10
79,0.78,1,20,4,1.9581,0,10
80,0.79,1,20,4,1.9981,0,10
81,0.8,1,20,4,2.0381,0,10
82,0.81,1,20,4,2.0781,0,10
83,0.82,1,20,4,2.1181,0,10
84,0.83,1,20,4,2.1581,0,10
85,0.84,1,20,4,2.1981,0,10
86,0.85,1,20,4,2.2381,0,10
87,0.86,1,20,4,2.2781,0,10
88,0.87,1,20,4,2.3181,0,10
89,0.88,1,20,4,2.3581,0,10
90,0.89,1,20,4,2.3981,0,10
91,0.9,1,20,4,2.4381,0,10
92,0.91,1,20,4,2.4781,0,10
93,0.92,1,20,4,2.5181,0,10
94,0.93,1,20,4,2.5581,0,10
95,0.94,1,20,4,2.5981,0,10
96,0.95,1,20,4,2.6381,0,10
97,0.96,1,20,4,2.6781,0,10
98,0.97,1,20,4,2.7181,0,10
99,0.98,1,20,4,2.7581,0,10
100,0.99,1,20,4,2.7981,0,10
101,1,1,20,4,2.8381,0,10
102,1.01,1,20,4,2.8781,0,10
103,1.02,1,20,4,2.9181,0,10
104,1.03,1,20,4,2.9581,0,10
105,1.04,1,20,4,2.9981,0,10
106,1.05,1,20,4,3.0381,0,10
